"","cal_dt","cluster","sess"
"2935","2016-04-27","15",340264
"2936","2016-08-27","15",239081
"2937","2016-10-10","15",298852
"2938","2016-09-30","15",275899
"2939","2016-01-11","15",363559
"2940","2016-03-13","15",469042
"2941","2016-01-07","15",347133
"2942","2016-02-14","15",444435
"2943","2016-02-29","15",372119
"2944","2016-05-11","15",289945
"2945","2016-01-30","15",357873
"2946","2016-06-25","15",251431
"2947","2016-03-28","15",389615
"2948","2016-04-12","15",314009
"2949","2016-01-15","15",339376
"2950","2016-10-06","15",308621
"2951","2016-10-02","9",255800
"2952","2016-06-14","9",233349
"2953","2016-05-26","9",230041
"2954","2016-09-12","9",215715
"2955","2016-06-13","9",246091
"2956","2016-06-09","9",194570
"2957","2016-08-30","9",211201
"2958","2016-09-14","9",202671
"2959","2016-07-16","9",183571
"2960","2016-01-03","9",321222
"2961","2016-05-22","9",286649
"2962","2016-10-06","9",220467
"2963","2016-03-13","9",316498
"2964","2016-08-27","9",190191
"2965","2016-06-10","9",196917
"2966","2016-05-19","9",222336
"2967","2016-07-13","9",214541
"2968","2016-09-30","9",202802
"2969","2016-06-11","9",208477
"2970","2016-07-21","9",206372
"2971","2016-10-03","9",288647
"2972","2016-06-15","9",229110
"2973","2016-06-19","9",289320
"2974","2016-09-16","9",198700
"2975","2016-10-15","9",206831
"2976","2016-10-19","9",226897
"2977","2016-04-10","9",296253
"2978","2016-06-08","9",220426
"2979","2016-06-16","9",217284
"2980","2016-03-23","9",230671
"2981","2016-07-11","9",218214
"2982","2016-06-12","9",292312
"2983","2016-07-15","9",186346
"2984","2016-04-26","9",247494
"2985","2016-10-01","9",216459
"2986","2016-07-12","9",215692
"2987","2016-04-15","9",219480
"2988","2016-09-06","9",207287
"2989","2016-10-05","9",221509
"2990","2016-07-08","9",193102
"2991","2016-03-16","9",240990
"2992","2016-08-07","9",231078
"2993","2016-01-14","9",240947
"2994","2016-07-31","9",267961
"2995","2016-10-13","9",209648
"2996","2016-09-29","9",201602
"2997","2016-07-01","9",202898
"2998","2016-06-02","9",226503
"2999","2016-08-15","9",217543
"3000","2016-06-17","9",215937
"3001","2016-02-17","9",240852
"3002","2016-05-18","9",228249
"3003","2016-03-24","9",215515
"3004","2016-10-09","9",284307
"3005","2016-06-21","9",218200
"3006","2016-02-02","9",242560
"3007","2016-01-18","9",259938
"3008","2016-09-22","9",202231
"3009","2016-07-20","9",188274
"3010","2016-08-23","9",209747
"3011","2016-10-17","9",225579
"3012","2016-09-18","9",271235
"3013","2016-02-25","9",244565
"3014","2016-07-24","9",248656
"3015","2016-05-03","9",235288
"3016","2016-04-23","9",249789
"3017","2016-09-03","9",189074
"3018","2016-04-04","9",252715
"3019","2016-01-26","9",250318
"3020","2016-03-20","9",320288
"3021","2016-10-21","9",27780
"3022","2016-08-04","9",213004
"3023","2016-08-19","9",200073
"3024","2016-03-28","9",303832
"3025","2016-10-10","9",227177
"3026","2016-01-07","9",253099
"3027","2016-02-06","9",233757
"3028","2016-03-09","9",243420
"3029","2016-01-22","9",236923
"3030","2016-03-05","9",265029
"3031","2016-04-12","9",232245
"3032","2016-04-19","9",236236
"3033","2016-02-21","9",338935
"3034","2016-09-26","9",225657
"3035","2016-01-30","9",266113
"3036","2016-06-25","9",237829
"3037","2016-02-14","9",333814
"3038","2016-04-27","9",246098
"3039","2016-05-07","9",192045
"3040","2016-07-05","9",225270
"3041","2016-05-30","9",249371
"3042","2016-02-10","9",250023
"3043","2016-01-11","9",262452
"3044","2016-02-29","9",258323
"3045","2016-04-08","9",222109
"3046","2016-04-16","9",243222
"3047","2016-02-03","9",227216
"3048","2016-07-09","9",190051
"3049","2016-06-03","9",219078
"3050","2016-03-21","9",258014
"3051","2016-09-11","9",254262
"3052","2016-01-23","9",261764
"3053","2016-06-06","9",230528
"3054","2016-07-28","9",215856
"3055","2016-03-17","9",221428
"3056","2016-08-31","9",208864
"3057","2016-06-29","9",212029
"3058","2016-01-19","9",246620
"3059","2016-04-01","9",228785
"3060","2016-05-15","9",273279
"3061","2016-02-18","9",237418
"3062","2016-01-04","9",274610
"3063","2016-07-02","9",208114
"3064","2016-03-25","9",275686
"3065","2016-05-23","9",250504
"3066","2016-01-12","9",252000
"3067","2016-03-06","9",342352
"3068","2016-06-22","9",214495
"3069","2016-08-01","9",217295
"3070","2016-10-14","9",200598
"3071","2016-08-12","9",208889
"3072","2016-04-24","9",325961
"3073","2016-01-27","9",246418
"3074","2016-04-20","9",221220
"3075","2016-09-15","9",200274
"3076","2016-02-22","9",265756
"3077","2016-02-07","9",294107
"3078","2016-05-04","9",194287
"3079","2016-02-11","9",237136
"3080","2016-07-17","9",244870
"3081","2016-08-20","9",209140
"3082","2016-09-23","9",196356
"3083","2016-06-18","9",227114
"3084","2016-02-26","9",236491
"3085","2016-06-26","9",272314
"3086","2016-07-25","9",214683
"3087","2016-08-16","9",206239
"3088","2016-08-24","9",203620
"3089","2016-04-09","9",222845
"3090","2016-08-05","9",201825
"3091","2016-05-08","9",250743
"3092","2016-06-07","9",223639
"3093","2016-03-29","9",257383
"3094","2016-09-04","9",277954
"3095","2016-01-31","9",326917
"3096","2016-03-10","9",233430
"3097","2016-08-28","9",255149
"3098","2016-03-14","9",248323
"3099","2016-05-12","9",213803
"3100","2016-04-28","9",229363
"3101","2016-09-27","9",224450
"3102","2016-07-14","9",202955
"3103","2016-09-19","9",227325
"3104","2016-04-13","9",236185
"3105","2016-01-08","9",238728
"3106","2016-10-07","9",214832
"3107","2016-09-08","9",197687
"3108","2016-08-09","9",218905
"3109","2016-10-11","9",217766
"3110","2016-07-10","9",239317
"3111","2016-07-06","9",211426
"3112","2016-06-30","9",213121
"3113","2016-07-29","9",206181
"3114","2016-01-24","9",331872
"3115","2016-01-20","9",246171
"3116","2016-08-13","9",183785
"3117","2016-08-21","9",282223
"3118","2016-07-22","9",188016
"3119","2016-07-03","9",272673
"3120","2016-02-23","9",256131
"3121","2016-04-17","9",307969
"3122","2016-02-15","9",263041
"3123","2016-02-04","9",229471
"3124","2016-08-17","9",203160
"3125","2016-08-02","9",234477
"3126","2016-07-18","9",202070
"3127","2016-05-20","9",214457
"3128","2016-05-16","9",293738
"3129","2016-01-05","9",260920
"3130","2016-02-08","9",271061
"3131","2016-04-02","9",224342
"3132","2016-03-22","9",237471
"3133","2016-01-01","9",210772
"3134","2016-08-25","9",197723
"3135","2016-02-19","9",237899
"3136","2016-03-18","9",221211
"3137","2016-02-12","9",232278
"3138","2016-09-01","9",199551
"3139","2016-08-06","9",190522
"3140","2016-09-24","9",195262
"3141","2016-09-05","9",225290
"3142","2016-01-09","9",263730
"3143","2016-09-20","9",221571
"3144","2016-04-25","9",257340
"3145","2016-02-27","9",248065
"3146","2016-03-07","9",262438
"3147","2016-10-04","9",225749
"3148","2016-04-06","9",236628
"3149","2016-09-28","9",218722
"3150","2016-01-28","9",237027
"3151","2016-06-23","9",197837
"3152","2016-03-11","9",229538
"3153","2016-08-10","9",221129
"3154","2016-04-14","9",220276
"3155","2016-05-05","9",215003
"3156","2016-06-04","9",219881
"3157","2016-01-02","9",268462
"3158","2016-03-30","9",252924
"3159","2016-06-27","9",234926
"3160","2016-01-21","9",238979
"3161","2016-08-29","9",226921
"3162","2016-04-21","9",211681
"3163","2016-07-26","9",214520
"3164","2016-04-11","9",234767
"3165","2016-01-29","9",234191
"3166","2016-05-28","9",206869
"3167","2016-04-18","9",240077
"3168","2016-04-29","9",221997
"3169","2016-07-30","9",192738
"3170","2016-02-20","9",266730
"3171","2016-07-23","9",207516
"3172","2016-09-25","9",250321
"3173","2016-01-17","9",332095
"3174","2016-02-01","9",255647
"3175","2016-05-09","9",223727
"3176","2016-02-16","9",241041
"3177","2016-08-18","9",203122
"3178","2016-07-07","9",191220
"3179","2016-09-02","9",186884
"3180","2016-05-02","9",226785
"3181","2016-06-01","9",243580
"3182","2016-05-13","9",206087
"3183","2016-10-08","9",226653
"3184","2016-01-06","9",255907
"3185","2016-01-25","9",257070
"3186","2016-10-12","9",216441
"3187","2016-06-20","9",235476
"3188","2016-06-24","9",202698
"3189","2016-05-17","9",233504
"3190","2016-02-28","9",334395
"3191","2016-09-17","9",208262
"3192","2016-09-13","9",204737
"3193","2016-03-31","9",261032
"3194","2016-07-19","9",192149
"3195","2016-02-05","9",229480
"3196","2016-07-04","9",226971
"3197","2016-03-19","9",247490
"3198","2016-08-22","9",237183
"3199","2016-05-06","9",200229
"3200","2016-08-14","9",240116
"3201","2016-10-16","9",248862
"3202","2016-09-21","9",208070
"3203","2016-03-27","9",269189
"3204","2016-05-29","9",288288
"3205","2016-03-08","9",248092
"3206","2016-01-10","9",332288
"3207","2016-02-09","9",259536
"3208","2016-08-26","9",190868
"3209","2016-06-05","9",280597
"3210","2016-06-28","9",215487
"3211","2016-07-27","9",203684
"3212","2016-09-09","9",190024
"3213","2016-10-20","9",219097
"3214","2016-08-11","9",216124
"3215","2016-05-21","9",206282
"3216","2016-04-07","9",234532
"3217","2016-08-03","9",230159
"3218","2016-04-30","9",239703
"3219","2016-02-13","9",262005
"3220","2016-05-14","9",215320
"3221","2016-05-27","9",216079
"3222","2016-05-24","9",235083
"3223","2016-05-25","9",201009
"3224","2016-01-15","9",243172
"3225","2016-08-08","9",219503
"3226","2016-04-05","9",255299
"3227","2016-01-16","9",273488
"3228","2016-01-13","9",250096
"3229","2016-03-15","9",244253
"3230","2016-04-03","9",303731
"3231","2016-05-10","9",226783
"3232","2016-03-01","9",249667
"3233","2016-05-11","9",215126
"3234","2016-03-02","9",249993
"3235","2016-10-18","9",220408
"3236","2016-05-01","9",293196
"3237","2016-04-22","9",212262
"3238","2016-02-24","9",249590
"3239","2016-09-10","9",191051
"3240","2016-09-07","9",203092
"3241","2016-05-31","9",233929
"3242","2016-03-03","9",245431
"3243","2016-03-26","9",213442
"3244","2016-03-04","9",243366
"3245","2016-03-12","9",253968
"3246","2016-03-22","6",1133895
"3247","2016-05-05","6",1022298
"3248","2016-08-02","6",1038303
"3249","2016-04-21","6",1071086
"3250","2016-10-11","6",967095
"3251","2016-02-08","6",1283609
"3252","2016-07-03","6",1250980
"3253","2016-09-01","6",940215
"3254","2016-02-23","6",1209231
"3255","2016-01-09","6",1201882
"3256","2016-04-06","6",1172386
"3257","2016-06-04","6",1013655
"3258","2016-03-07","6",1265549
"3259","2016-05-28","6",981676
"3260","2016-07-26","6",953866
"3261","2016-08-25","6",897803
"3262","2016-04-29","6",1115909
"3263","2016-06-27","6",1147802
"3264","2016-05-09","6",1102103
"3265","2016-09-24","6",887698
"3266","2016-10-19","6",1000925
"3267","2016-09-20","6",1017406
"3268","2016-06-08","6",1055744
"3269","2016-04-14","6",1089367
"3270","2016-08-06","6",854301
"3271","2016-03-30","6",1193457
"3272","2016-08-21","6",1252994
"3273","2016-05-13","6",958106
"3274","2016-10-12","6",957764
"3275","2016-07-07","6",931700
"3276","2016-03-15","6",1175479
"3277","2016-07-22","6",832582
"3278","2016-09-05","6",1035298
"3279","2016-06-12","6",1326582
"3280","2016-10-04","6",1039376
"3281","2016-01-13","6",1205996
"3282","2016-04-10","6",1354762
"3283","2016-02-12","6",1099680
"3284","2016-03-11","6",1099597
"3285","2016-09-28","6",1014848
"3286","2016-02-16","6",1158476
"3287","2016-05-17","6",1131125
"3288","2016-07-30","6",861516
"3289","2016-08-29","6",1043539
"3290","2016-09-13","6",948800
"3291","2016-04-18","6",1196714
"3292","2016-07-15","6",875641
"3293","2016-09-09","6",890028
"3294","2016-06-16","6",1035814
"3295","2016-08-14","6",1076121
"3296","2016-07-11","6",1036609
"3297","2016-10-08","6",998432
"3298","2016-06-01","6",1162504
"3299","2016-08-18","6",923140
"3300","2016-08-03","6",1026531
"3301","2016-01-17","6",1545095
"3302","2016-08-10","6",982676
"3303","2016-01-21","6",1169602
"3304","2016-06-20","6",1164158
"3305","2016-01-02","6",1189310
"3306","2016-07-23","6",866730
"3307","2016-09-02","6",884057
"3308","2016-04-03","6",1365504
"3309","2016-01-25","6",1245578
"3310","2016-01-06","6",1228982
"3311","2016-07-19","6",906233
"3312","2016-09-06","6",969055
"3313","2016-08-26","6",863399
"3314","2016-10-20","6",968030
"3315","2016-03-19","6",1149158
"3316","2016-09-17","6",932794
"3317","2016-09-21","6",965259
"3318","2016-02-24","6",1200326
"3319","2016-02-05","6",1096831
"3320","2016-09-25","6",1111958
"3321","2016-10-05","6",1019709
"3322","2016-06-24","6",951380
"3323","2016-10-01","6",939937
"3324","2016-05-02","6",1135191
"3325","2016-10-16","6",1052593
"3326","2016-02-20","6",1229646
"3327","2016-03-04","6",1162233
"3328","2016-08-22","6",1097216
"3329","2016-02-09","6",1229228
"3330","2016-01-29","6",1139310
"3331","2016-03-08","6",1197144
"3332","2016-04-07","6",1153778
"3333","2016-05-25","6",981969
"3334","2016-07-04","6",1086245
"3335","2016-04-26","6",1225053
"3336","2016-03-23","6",1096864
"3337","2016-02-28","6",1506473
"3338","2016-05-21","6",986934
"3339","2016-04-22","6",1058158
"3340","2016-02-01","6",1241046
"3341","2016-06-05","6",1254348
"3342","2016-05-06","6",973876
"3343","2016-01-14","6",1178121
"3344","2016-03-27","6",1193178
"3345","2016-03-31","6",1216548
"3346","2016-06-13","6",1175063
"3347","2016-03-16","6",1157309
"3348","2016-04-30","6",1160755
"3349","2016-05-29","6",1358558
"3350","2016-02-13","6",1190446
"3351","2016-02-17","6",1146945
"3352","2016-06-09","6",952126
"3353","2016-07-08","6",934470
"3354","2016-01-10","6",1493436
"3355","2016-05-14","6",1014476
"3356","2016-07-27","6",927322
"3357","2016-06-28","6",1039611
"3358","2016-08-07","6",1005262
"3359","2016-03-20","6",1423442
"3360","2016-07-31","6",1143453
"3361","2016-02-21","6",1540108
"3362","2016-08-30","6",983581
"3363","2016-01-26","6",1231780
"3364","2016-04-11","6",1148347
"3365","2016-09-14","6",942094
"3366","2016-07-12","6",1020542
"3367","2016-02-06","6",1096455
"3368","2016-10-09","6",1228269
"3369","2016-04-15","6",1082655
"3370","2016-08-11","6",988325
"3371","2016-01-11","6",1271490
"3372","2016-07-16","6",850432
"3373","2016-03-24","6",1025670
"3374","2016-01-03","6",1428837
"3375","2016-07-24","6",1045512
"3376","2016-02-25","6",1176073
"3377","2016-05-10","6",1110893
"3378","2016-04-19","6",1169974
"3379","2016-01-18","6",1262542
"3380","2016-03-12","6",1159381
"3381","2016-08-23","6",970856
"3382","2016-03-28","6",1351869
"3383","2016-08-15","6",996159
"3384","2016-01-30","6",1248805
"3385","2016-07-05","6",1086568
"3386","2016-07-01","6",1002740
"3387","2016-04-04","6",1220710
"3388","2016-05-18","6",1122687
"3389","2016-05-22","6",1371161
"3390","2016-02-14","6",1497843
"3391","2016-09-29","6",955470
"3392","2016-06-02","6",1087559
"3393","2016-02-02","6",1170040
"3394","2016-01-07","6",1211386
"3395","2016-06-25","6",1103235
"3396","2016-04-27","6",1210987
"3397","2016-09-10","6",863435
"3398","2016-09-03","6",878088
"3399","2016-10-13","6",923348
"3400","2016-08-04","6",943207
"3401","2016-09-18","6",1188901
"3402","2016-06-17","6",1037970
"3403","2016-03-05","6",1222515
"3404","2016-03-01","6",1202134
"3405","2016-03-09","6",1176549
"3406","2016-02-10","6",1189428
"3407","2016-09-26","6",1040077
"3408","2016-02-29","6",1232741
"3409","2016-05-03","6",1140748
"3410","2016-01-22","6",1140190
"3411","2016-08-27","6",846946
"3412","2016-10-17","6",987722
"3413","2016-05-11","6",1064163
"3414","2016-05-26","6",1089405
"3415","2016-08-19","6",914166
"3416","2016-03-13","6",1439718
"3417","2016-04-08","6",1089400
"3418","2016-07-20","6",894336
"3419","2016-05-30","6",1216659
"3420","2016-06-21","6",1068570
"3421","2016-08-12","6",919180
"3422","2016-06-06","6",1118512
"3423","2016-06-10","6",969476
"3424","2016-06-14","6",1121611
"3425","2016-06-29","6",1058274
"3426","2016-04-23","6",1160190
"3427","2016-10-21","6",125538
"3428","2016-05-07","6",919010
"3429","2016-04-12","6",1135515
"3430","2016-01-15","6",1167585
"3431","2016-09-07","6",947086
"3432","2016-07-13","6",1004790
"3433","2016-04-16","6",1149139
"3434","2016-10-02","6",1130543
"3435","2016-09-22","6",951823
"3436","2016-09-15","6",930345
"3437","2016-09-11","6",1127188
"3438","2016-01-04","6",1286183
"3439","2016-07-28","6",973151
"3440","2016-10-10","6",1013648
"3441","2016-10-14","6",879019
"3442","2016-05-15","6",1234196
"3443","2016-09-30","6",932737
"3444","2016-07-17","6",1105066
"3445","2016-03-02","6",1198143
"3446","2016-10-06","6",1020443
"3447","2016-08-31","6",968904
"3448","2016-02-03","6",1092078
"3449","2016-06-22","6",1037277
"3450","2016-05-19","6",1082818
"3451","2016-08-08","6",1013333
"3452","2016-07-02","6",969363
"3453","2016-06-18","6",1091709
"3454","2016-04-24","6",1503755
"3455","2016-07-09","6",898309
"3456","2016-01-19","6",1205175
"3457","2016-01-23","6",1218575
"3458","2016-09-27","6",1042159
"3459","2016-02-18","6",1133090
"3460","2016-08-16","6",953893
"3461","2016-10-18","6",974986
"3462","2016-08-01","6",994230
"3463","2016-07-21","6",887645
"3464","2016-10-03","6",1200094
"3465","2016-03-25","6",1221497
"3466","2016-01-27","6",1214381
"3467","2016-03-17","6",1074829
"3468","2016-09-23","6",918784
"3469","2016-09-19","6",1046741
"3470","2016-04-05","6",1235868
"3471","2016-08-24","6",933292
"3472","2016-03-06","6",1522922
"3473","2016-02-26","6",1126563
"3474","2016-05-04","6",973194
"3475","2016-04-20","6",1116342
"3476","2016-08-05","6",902688
"3477","2016-08-20","6",925661
"3478","2016-09-04","6",1235147
"3479","2016-06-26","6",1260050
"3480","2016-01-08","6",1138832
"3481","2016-06-03","6",1034998
"3482","2016-04-28","6",1147090
"3483","2016-07-25","6",971914
"3484","2016-03-21","6",1222369
"3485","2016-07-06","6",1026838
"3486","2016-03-14","6",1205086
"3487","2016-02-22","6",1278321
"3488","2016-02-11","6",1136846
"3489","2016-05-08","6",1168027
"3490","2016-04-01","6",1084618
"3491","2016-02-15","6",1245314
"3492","2016-02-19","6",1119581
"3493","2016-04-09","6",1048718
"3494","2016-08-09","6",988534
"3495","2016-05-27","6",1027817
"3496","2016-05-23","6",1227307
"3497","2016-02-07","6",1339051
"3498","2016-04-13","6",1151151
"3499","2016-03-18","6",1084788
"3500","2016-01-31","6",1504278
"3501","2016-03-10","6",1126811
"3502","2016-10-07","6",978635
"3503","2016-01-16","6",1264640
"3504","2016-05-31","6",1128425
"3505","2016-07-29","6",909102
"3506","2016-06-30","6",1070091
"3507","2016-01-05","6",1241566
"3508","2016-07-14","6",955681
"3509","2016-01-24","6",1544534
"3510","2016-07-10","6",1087568
"3511","2016-09-12","6",997249
"3512","2016-01-12","6",1214137
"3513","2016-01-01","6",926300
"3514","2016-05-16","6",1311299
"3515","2016-03-26","6",973459
"3516","2016-04-25","6",1262284
"3517","2016-06-07","6",1112679
"3518","2016-08-28","6",1098274
"3519","2016-06-15","6",1117293
"3520","2016-01-20","6",1200117
"3521","2016-03-03","6",1165512
"3522","2016-03-29","6",1224809
"3523","2016-06-11","6",997394
"3524","2016-07-18","6",952961
"3525","2016-08-13","6",839662
"3526","2016-05-01","6",1371668
"3527","2016-04-02","6",1059360
"3528","2016-05-20","6",1059507
"3529","2016-09-08","6",930838
"3530","2016-05-12","6",1029836
"3531","2016-04-17","6",1441051
"3532","2016-10-15","6",901480
"3533","2016-02-27","6",1157241
"3534","2016-01-28","6",1154678
"3535","2016-02-04","6",1100940
"3536","2016-08-17","6",937617
"3537","2016-05-24","6",1120266
"3538","2016-06-23","6",974806
"3539","2016-09-16","6",915255
"3540","2016-06-19","6",1308068
"3541","2016-09-03","5",116705
"3542","2016-07-25","5",132424
"3543","2016-04-29","5",145946
"3544","2016-08-07","5",155315
"3545","2016-06-13","5",153565
"3546","2016-03-16","5",158926
"3547","2016-02-21","5",228430
"3548","2016-03-01","5",164570
"3549","2016-03-13","5",221684
"3550","2016-08-19","5",117524
"3551","2016-03-09","5",161258
"3552","2016-02-10","5",166913
"3553","2016-02-18","5",159305
"3554","2016-08-27","5",115728
"3555","2016-03-17","5",147238
"3556","2016-08-31","5",128585
"3557","2016-06-18","5",133238
"3558","2016-09-11","5",151247
"3559","2016-09-15","5",120749
"3560","2016-06-03","5",134202
"3561","2016-07-06","5",133167
"3562","2016-09-27","5",139248
"3563","2016-02-15","5",174392
"3564","2016-03-14","5",167357
"3565","2016-03-29","5",171988
"3566","2016-08-28","5",154449
"3567","2016-09-08","5",121989
"3568","2016-02-22","5",176691
"3569","2016-03-03","5",160039
"3570","2016-04-28","5",156808
"3571","2016-05-24","5",158890
"3572","2016-03-15","5",163255
"3573","2016-03-07","5",173561
"3574","2016-08-25","5",122526
"3575","2016-07-26","5",127682
"3576","2016-02-16","5",163156
"3577","2016-08-02","5",144916
"3578","2016-03-11","5",155091
"3579","2016-08-21","5",170023
"3580","2016-10-04","5",136853
"3581","2016-04-06","5",155948
"3582","2016-07-27","5",128550
"3583","2016-10-20","5",128041
"3584","2016-02-09","5",168343
"3585","2016-02-05","5",155344
"3586","2016-09-10","5",115129
"3587","2016-02-28","5",220386
"3588","2016-08-24","5",126494
"3589","2016-05-27","5",135097
"3590","2016-06-26","5",156339
"3591","2016-10-18","5",126714
"3592","2016-07-21","5",123642
"3593","2016-06-22","5",130099
"3594","2016-09-19","5",138031
"3595","2016-10-03","5",169175
"3596","2016-08-05","5",124204
"3597","2016-08-20","5",130058
"3598","2016-01-23","5",173301
"3599","2016-06-07","5",137194
"3600","2016-09-04","5",172104
"3601","2016-02-26","5",155757
"3602","2016-05-08","5",169813
"3603","2016-01-27","5",162337
"3604","2016-03-06","5",224028
"3605","2016-02-07","5",214514
"3606","2016-07-29","5",125900
"3607","2016-06-30","5",126614
"3608","2016-09-12","5",132019
"3609","2016-06-11","5",124537
"3610","2016-01-31","5",213848
"3611","2016-01-08","5",158505
"3612","2016-08-13","5",117975
"3613","2016-05-12","5",137813
"3614","2016-07-10","5",144281
"3615","2016-10-07","5",130863
"3616","2016-10-11","5",131715
"3617","2016-04-13","5",152398
"3618","2016-01-16","5",177097
"3619","2016-02-11","5",160169
"3620","2016-04-09","5",144790
"3621","2016-08-09","5",139246
"3622","2016-01-12","5",163413
"3623","2016-07-14","5",127736
"3624","2016-02-04","5",157133
"3625","2016-10-15","5",122026
"3626","2016-04-02","5",145156
"3627","2016-04-17","5",207835
"3628","2016-03-10","5",158234
"3629","2016-03-18","5",150461
"3630","2016-02-19","5",154654
"3631","2016-09-16","5",121032
"3632","2016-01-24","5",219963
"3633","2016-06-15","5",144081
"3634","2016-03-26","5",136682
"3635","2016-05-31","5",148443
"3636","2016-06-04","5",123624
"3637","2016-04-21","5",142865
"3638","2016-05-01","5",187837
"3639","2016-03-22","5",158154
"3640","2016-09-20","5",131484
"3641","2016-10-19","5",133701
"3642","2016-02-27","5",165812
"3643","2016-09-01","5",123530
"3644","2016-06-19","5",180119
"3645","2016-06-23","5",121129
"3646","2016-01-05","5",166929
"3647","2016-02-08","5",174581
"3648","2016-08-17","5",129124
"3649","2016-07-18","5",132538
"3650","2016-07-03","5",158536
"3651","2016-03-30","5",168915
"3652","2016-02-12","5",154021
"3653","2016-05-16","5",193812
"3654","2016-05-05","5",125875
"3655","2016-07-22","5",116748
"3656","2016-05-20","5",137600
"3657","2016-07-07","5",117124
"3658","2016-01-17","5",220469
"3659","2016-01-20","5",161789
"3660","2016-01-13","5",162076
"3661","2016-02-01","5",170515
"3662","2016-01-01","5",133372
"3663","2016-01-09","5",170712
"3664","2016-01-28","5",157958
"3665","2016-02-23","5",166168
"3666","2016-05-09","5",148449
"3667","2016-04-25","5",167641
"3668","2016-04-18","5",160887
"3669","2016-09-05","5",138996
"3670","2016-04-10","5",194017
"3671","2016-06-27","5",135064
"3672","2016-07-11","5",132104
"3673","2016-08-29","5",137233
"3674","2016-03-04","5",156149
"3675","2016-08-06","5",126553
"3676","2016-05-28","5",130607
"3677","2016-06-12","5",182865
"3678","2016-01-02","5",169642
"3679","2016-04-14","5",149478
"3680","2016-06-01","5",157028
"3681","2016-06-08","5",137257
"3682","2016-07-15","5",123617
"3683","2016-09-13","5",125031
"3684","2016-09-24","5",118521
"3685","2016-09-09","5",115083
"3686","2016-10-12","5",127078
"3687","2016-07-04","5",132564
"3688","2016-05-13","5",129395
"3689","2016-09-28","5",134154
"3690","2016-07-30","5",122496
"3691","2016-08-10","5",137815
"3692","2016-10-08","5",140599
"3693","2016-06-16","5",129916
"3694","2016-05-17","5",156881
"3695","2016-08-14","5",161974
"3696","2016-02-24","5",165876
"3697","2016-08-22","5",144142
"3698","2016-09-17","5",137180
"3699","2016-03-23","5",152211
"3700","2016-03-19","5",160788
"3701","2016-02-20","5",174578
"3702","2016-05-02","5",151103
"3703","2016-04-03","5",189110
"3704","2016-05-21","5",133633
"3705","2016-04-26","5",163805
"3706","2016-06-28","5",132451
"3707","2016-06-24","5",118916
"3708","2016-01-21","5",156591
"3709","2016-06-20","5",141066
"3710","2016-07-23","5",117094
"3711","2016-01-29","5",157161
"3712","2016-01-06","5",168419
"3713","2016-04-07","5",152771
"3714","2016-07-19","5",125998
"3715","2016-10-16","5",151732
"3716","2016-08-03","5",144544
"3717","2016-09-02","5",115539
"3718","2016-06-05","5",165246
"3719","2016-04-22","5",138340
"3720","2016-01-25","5",170213
"3721","2016-08-11","5",131491
"3722","2016-05-25","5",147936
"3723","2016-10-01","5",132927
"3724","2016-08-26","5",115835
"3725","2016-10-05","5",134869
"3726","2016-09-21","5",127089
"3727","2016-01-03","5",205455
"3728","2016-01-18","5",170127
"3729","2016-03-24","5",136458
"3730","2016-02-13","5",164981
"3731","2016-03-08","5",161667
"3732","2016-09-25","5",154070
"3733","2016-10-13","5",125623
"3734","2016-05-06","5",131250
"3735","2016-09-06","5",127918
"3736","2016-06-09","5",122238
"3737","2016-03-27","5",172281
"3738","2016-08-18","5",124722
"3739","2016-07-08","5",119827
"3740","2016-05-29","5",192433
"3741","2016-08-30","5",131405
"3742","2016-08-15","5",137468
"3743","2016-01-10","5",217481
"3744","2016-03-12","5",169857
"3745","2016-01-14","5",157366
"3746","2016-09-14","5",122248
"3747","2016-10-09","5",180701
"3748","2016-01-22","5",154337
"3749","2016-07-01","5",118639
"3750","2016-05-10","5",143741
"3751","2016-07-31","5",167847
"3752","2016-04-19","5",158088
"3753","2016-03-31","5",167268
"3754","2016-09-29","5",122609
"3755","2016-04-30","5",144958
"3756","2016-06-17","5",133071
"3757","2016-02-02","5",161572
"3758","2016-07-12","5",129540
"3759","2016-02-17","5",161755
"3760","2016-03-05","5",174891
"3761","2016-02-25","5",162819
"3762","2016-01-26","5",165265
"3763","2016-10-17","5",127699
"3764","2016-04-23","5",158687
"3765","2016-04-04","5",161708
"3766","2016-04-15","5",150111
"3767","2016-02-06","5",162788
"3768","2016-04-11","5",159150
"3769","2016-09-22","5",123365
"3770","2016-06-02","5",150121
"3771","2016-05-14","5",141384
"3772","2016-01-07","5",164341
"3773","2016-05-18","5",148542
"3774","2016-06-25","5",128171
"3775","2016-05-26","5",141736
"3776","2016-03-20","5",212443
"3777","2016-05-03","5",155881
"3778","2016-03-28","5",196867
"3779","2016-08-23","5",132534
"3780","2016-07-05","5",131286
"3781","2016-01-30","5",175177
"3782","2016-07-16","5",113877
"3783","2016-07-20","5",120791
"3784","2016-04-27","5",163672
"3785","2016-10-21","5",17295
"3786","2016-01-15","5",159721
"3787","2016-04-12","5",150165
"3788","2016-05-07","5",127179
"3789","2016-08-12","5",129815
"3790","2016-05-30","5",161309
"3791","2016-10-02","5",148749
"3792","2016-05-22","5",175827
"3793","2016-02-29","5",173794
"3794","2016-09-18","5",162519
"3795","2016-04-08","5",142592
