"","cal_dt","cluster","sess"
"1428","2016-10-12","12",377909
"1429","2016-07-30","12",339524
"1430","2016-10-20","12",385260
"1431","2016-08-14","12",402358
"1432","2016-09-02","12",334797
"1433","2016-10-16","12",455259
"1434","2016-08-18","12",356014
"1435","2016-08-15","12",371606
"1436","2016-06-13","12",456277
"1437","2016-09-17","12",372890
"1438","2016-08-26","12",333644
"1439","2016-10-05","12",403273
"1440","2016-09-06","12",374243
"1441","2016-08-07","12",403801
"1442","2016-09-25","12",457705
"1443","2016-07-31","12",448251
"1444","2016-07-27","12",362345
"1445","2016-10-01","12",402104
"1446","2016-07-12","12",406385
"1447","2016-09-21","12",381086
"1448","2016-08-22","12",395049
"1449","2016-09-29","12",364320
"1450","2016-10-13","12",367246
"1451","2016-08-03","12",380475
"1452","2016-06-09","12",367356
"1453","2016-09-10","12",347099
"1454","2016-07-16","12",343616
"1455","2016-08-11","12",357623
"1456","2016-08-04","12",381011
"1457","2016-10-09","12",534547
"1458","2016-09-14","12",367093
"1459","2016-08-30","12",373994
"1460","2016-10-17","12",394624
"1461","2016-08-19","12",344730
"1462","2016-10-21","12",49742
"1463","2016-07-24","12",460879
"1464","2016-10-02","12",452919
"1465","2016-09-07","12",368817
"1466","2016-08-27","12",335329
"1467","2016-09-26","12",414430
"1468","2016-09-18","12",516462
"1469","2016-08-23","12",364242
"1470","2016-09-22","12",370975
"1471","2016-09-03","12",339824
"1472","2016-08-08","12",375773
"1473","2016-03-24","12",398627
"1474","2016-06-25","12",408681
"1475","2016-10-06","12",401273
"1476","2016-10-05","17",241427
"1477","2016-06-24","17",202072
"1478","2016-04-26","17",278750
"1479","2016-05-25","17",226206
"1480","2016-03-27","17",302034
"1481","2016-02-28","17",389928
"1482","2016-09-06","17",224745
"1483","2016-07-08","17",206907
"1484","2016-08-07","17",245196
"1485","2016-09-02","17",193485
"1486","2016-01-29","17",259552
"1487","2016-02-24","17",278364
"1488","2016-08-03","17",231402
"1489","2016-10-01","17",222149
"1490","2016-01-25","17",295939
"1491","2016-03-08","17",283459
"1492","2016-03-23","17",263953
"1493","2016-02-09","17",295312
"1494","2016-01-10","17",393151
"1495","2016-04-07","17",265569
"1496","2016-08-30","17",219402
"1497","2016-09-29","17",214868
"1498","2016-10-09","17",322531
"1499","2016-04-30","17",238704
"1500","2016-05-29","17",315555
"1501","2016-09-14","17",215674
"1502","2016-09-10","17",203392
"1503","2016-03-16","17",275009
"1504","2016-09-25","17",272755
"1505","2016-03-31","17",272593
"1506","2016-06-09","17",216377
"1507","2016-08-11","17",214230
"1508","2016-03-12","17",291412
"1509","2016-04-15","17",259896
"1510","2016-05-18","17",245548
"1511","2016-05-10","17",252553
"1512","2016-08-15","17",232079
"1513","2016-02-13","17",293128
"1514","2016-01-18","17",296889
"1515","2016-07-12","17",244639
"1516","2016-02-17","17",278790
"1517","2016-04-11","17",269682
"1518","2016-01-14","17",271611
"1519","2016-01-22","17",265722
"1520","2016-07-16","17",200122
"1521","2016-02-06","17",277122
"1522","2016-06-13","17",268457
"1523","2016-07-31","17",280095
"1524","2016-02-21","17",387407
"1525","2016-07-05","17",239295
"1526","2016-10-13","17",220574
"1527","2016-06-17","17",242953
"1528","2016-04-19","17",265352
"1529","2016-01-03","17",358428
"1530","2016-04-04","17",272871
"1531","2016-04-23","17",294246
"1532","2016-10-17","17",235335
"1533","2016-05-26","17",249415
"1534","2016-06-21","17",239378
"1535","2016-01-07","17",307313
"1536","2016-02-02","17",274106
"1537","2016-07-20","17",218996
"1538","2016-03-20","17",360131
"1539","2016-04-27","17",274816
"1540","2016-03-05","17",300565
"1541","2016-05-07","17",219520
"1542","2016-05-14","17",237887
"1543","2016-01-26","17",282238
"1544","2016-03-01","17",283670
"1545","2016-05-22","17",269420
"1546","2016-01-30","17",298136
"1547","2016-09-26","17",242639
"1548","2016-09-18","17",318717
"1549","2016-03-09","17",280473
"1550","2016-02-29","17",301292
"1551","2016-06-02","17",247321
"1552","2016-06-06","17",254178
"1553","2016-08-19","17",200015
"1554","2016-08-04","17",216348
"1555","2016-09-03","17",194037
"1556","2016-03-24","17",241149
"1557","2016-03-28","17",333329
"1558","2016-04-08","17",247201
"1559","2016-02-25","17",277248
"1560","2016-08-27","17",188637
"1561","2016-08-08","17",224697
"1562","2016-07-28","17",217800
"1563","2016-02-10","17",284703
"1564","2016-07-24","17",285220
"1565","2016-05-30","17",275385
"1566","2016-01-11","17",304666
"1567","2016-07-01","17",212404
"1568","2016-02-18","17",266935
"1569","2016-05-03","17",259693
"1570","2016-03-17","17",251745
"1571","2016-04-20","17",250629
"1572","2016-01-19","17",282110
"1573","2016-03-21","17",292417
"1574","2016-09-15","17",208725
"1575","2016-08-16","17",211891
"1576","2016-05-15","17",308834
"1577","2016-02-14","17",368418
"1578","2016-08-23","17",211323
"1579","2016-04-12","17",263220
"1580","2016-06-25","17",225016
"1581","2016-09-22","17",217362
"1582","2016-06-10","17",219806
"1583","2016-04-16","17",282916
"1584","2016-07-09","17",204778
"1585","2016-10-02","17",280265
"1586","2016-10-06","17",243281
"1587","2016-09-07","17",213362
"1588","2016-03-13","17",372106
"1589","2016-05-19","17",249751
"1590","2016-06-14","17",258281
"1591","2016-06-29","17",233927
"1592","2016-07-17","17",271315
"1593","2016-08-31","17",212135
"1594","2016-01-15","17",280618
"1595","2016-08-12","17",222800
"1596","2016-05-11","17",246460
"1597","2016-10-14","17",213517
"1598","2016-10-21","17",31235
"1599","2016-09-11","17",265229
"1600","2016-06-18","17",236542
"1601","2016-09-30","17",214542
"1602","2016-05-23","17",263240
"1603","2016-07-21","17",230883
"1604","2016-06-03","17",243176
"1605","2016-05-04","17",222254
"1606","2016-09-19","17",255376
"1607","2016-06-22","17",227124
"1608","2016-07-13","17",240172
"1609","2016-07-10","17",264994
"1610","2016-10-10","17",242908
"1611","2016-02-07","17",348539
"1612","2016-03-02","17",287027
"1613","2016-06-26","17",289297
"1614","2016-04-01","17",268730
"1615","2016-09-08","17",207590
"1616","2016-10-03","17",316916
"1617","2016-10-18","17",234150
"1618","2016-08-05","17",215920
"1619","2016-08-20","17",208838
"1620","2016-09-04","17",285634
"1621","2016-06-07","17",236643
"1622","2016-08-01","17",235718
"1623","2016-02-22","17",294041
"1624","2016-01-12","17",290767
"1625","2016-10-07","17",234731
"1626","2016-07-06","17",234633
"1627","2016-01-04","17",322591
"1628","2016-03-10","17",268439
"1629","2016-07-25","17",236186
"1630","2016-04-05","17",261142
"1631","2016-07-02","17",236927
"1632","2016-03-29","17",290460
"1633","2016-01-27","17",276722
"1634","2016-09-27","17",244336
"1635","2016-08-24","17",204977
"1636","2016-03-06","17",390177
"1637","2016-02-26","17",261876
"1638","2016-04-24","17",367460
"1639","2016-01-23","17",300822
"1640","2016-08-09","17",232252
"1641","2016-01-31","17",378265
"1642","2016-02-03","17",269543
"1643","2016-01-08","17",290469
"1644","2016-09-23","17",212661
"1645","2016-03-25","17",316701
"1646","2016-01-16","17",315827
"1647","2016-07-29","17",206792
"1648","2016-05-27","17",235066
"1649","2016-05-08","17",283582
"1650","2016-08-28","17",244789
"1651","2016-10-15","17",217436
"1652","2016-05-31","17",249747
"1653","2016-04-28","17",258347
"1654","2016-06-30","17",228786
"1655","2016-02-11","17",269065
"1656","2016-02-19","17",267410
"1657","2016-09-12","17",229962
"1658","2016-10-11","17",237839
"1659","2016-02-15","17",293771
"1660","2016-05-20","17",221255
"1661","2016-01-28","17",277200
"1662","2016-01-24","17",380544
"1663","2016-05-16","17",330700
"1664","2016-04-09","17",261880
"1665","2016-04-17","17",375050
"1666","2016-04-21","17",239437
"1667","2016-03-22","17",273662
"1668","2016-03-18","17",246224
"1669","2016-09-16","17",211533
"1670","2016-01-20","17",280156
"1671","2016-05-01","17",332575
"1672","2016-05-12","17",247102
"1673","2016-03-03","17",273962
"1674","2016-06-11","17",242060
"1675","2016-01-05","17",303739
"1676","2016-03-07","17",302950
"1677","2016-02-04","17",267548
"1678","2016-02-23","17",290119
"1679","2016-06-15","17",252686
"1680","2016-05-05","17",253084
"1681","2016-06-19","17",311654
"1682","2016-03-26","17",260571
"1683","2016-01-01","17",241492
"1684","2016-08-17","17",212399
"1685","2016-02-27","17",283293
"1686","2016-02-08","17",297605
"1687","2016-05-28","17",233800
"1688","2016-02-16","17",278242
"1689","2016-04-06","17",269327
"1690","2016-04-18","17",276380
"1691","2016-09-05","17",243867
"1692","2016-04-13","17",269413
"1693","2016-04-02","17",256687
"1694","2016-03-14","17",290491
"1695","2016-08-13","17",191287
"1696","2016-07-07","17",214521
"1697","2016-09-20","17",234856
"1698","2016-10-19","17",231532
"1699","2016-07-26","17",232528
"1700","2016-01-09","17",313369
"1701","2016-01-17","17",386069
"1702","2016-07-11","17",246191
"1703","2016-03-11","17",263964
"1704","2016-04-29","17",242097
"1705","2016-05-24","17",262966
"1706","2016-07-22","17",198263
"1707","2016-09-24","17",212890
"1708","2016-08-06","17",205519
"1709","2016-06-23","17",215486
"1710","2016-06-08","17",244995
"1711","2016-03-30","17",293988
"1712","2016-07-30","17",201022
"1713","2016-08-21","17",270337
"1714","2016-10-04","17",249300
"1715","2016-10-08","17",250065
"1716","2016-04-10","17",340886
"1717","2016-05-09","17",253867
"1718","2016-07-14","17",235639
"1719","2016-09-01","17",205277
"1720","2016-01-13","17",285193
"1721","2016-09-09","17",205560
"1722","2016-06-04","17",233875
"1723","2016-05-17","17",260489
"1724","2016-08-25","17",200061
"1725","2016-09-28","17",233179
"1726","2016-08-29","17",226415
"1727","2016-04-25","17",288987
"1728","2016-03-19","17",278643
"1729","2016-09-13","17",218506
"1730","2016-05-13","17",232839
"1731","2016-02-20","17",303612
"1732","2016-07-18","17",235752
"1733","2016-07-03","17",297849
"1734","2016-02-12","17",263725
"1735","2016-08-02","17",250460
"1736","2016-06-27","17",248097
"1737","2016-04-22","17",238581
"1738","2016-06-12","17",338071
"1739","2016-03-15","17",285014
"1740","2016-10-16","17",276735
"1741","2016-08-10","17",228685
"1742","2016-07-04","17",243305
"1743","2016-08-14","17",233953
"1744","2016-06-16","17",240588
"1745","2016-05-21","17",212501
"1746","2016-06-05","17",317297
"1747","2016-07-19","17",222209
"1748","2016-08-18","17",206360
"1749","2016-09-21","17",223083
"1750","2016-08-22","17",229127
"1751","2016-10-12","17",231606
"1752","2016-03-04","17",267867
"1753","2016-05-06","17",230604
"1754","2016-06-01","17",256483
"1755","2016-02-05","17",265171
"1756","2016-07-15","17",213244
"1757","2016-05-02","17",258001
"1758","2016-10-20","17",228078
"1759","2016-06-28","17",236805
"1760","2016-01-21","17",271332
"1761","2016-01-06","17",346683
"1762","2016-09-17","17",245878
"1763","2016-07-27","17",224046
"1764","2016-06-20","17",249978
"1765","2016-04-14","17",251339
"1766","2016-04-03","17",327437
"1767","2016-02-01","17",298419
"1768","2016-01-02","17",300151
"1769","2016-07-23","17",212255
"1770","2016-08-26","17",194385
"1771","2016-10-08","16",82992
"1772","2016-09-03","16",66950
"1773","2016-09-11","16",91040
"1774","2016-09-22","16",73208
"1775","2016-09-04","16",100460
"1776","2016-08-28","16",87690
"1777","2016-10-07","16",77161
"1778","2016-09-27","16",82623
"1779","2016-08-24","16",72464
"1780","2016-09-23","16",71277
"1781","2016-10-11","16",79635
"1782","2016-10-15","16",76727
"1783","2016-09-16","16",73178
"1784","2016-09-05","16",78865
"1785","2016-10-19","16",80910
"1786","2016-10-04","16",82943
"1787","2016-09-20","16",79771
"1788","2016-09-01","16",71434
"1789","2016-09-24","16",70871
"1790","2016-08-25","16",70787
"1791","2016-08-29","16",78272
"1792","2016-09-28","16",78615
"1793","2016-09-13","16",72246
"1794","2016-10-12","16",78666
"1795","2016-09-06","16",74680
"1796","2016-08-26","16",68109
"1797","2016-09-29","16",73329
"1798","2016-09-21","16",74592
"1799","2016-10-20","16",81128
"1800","2016-08-30","16",75480
"1801","2016-10-01","16",82319
"1802","2016-09-02","16",67007
"1803","2016-09-10","16",69159
"1804","2016-09-25","16",90832
"1805","2016-10-17","16",82810
"1806","2016-08-27","16",67781
"1807","2016-10-21","16",10236
"1808","2016-10-13","16",74522
"1809","2016-09-14","16",72220
"1810","2016-09-07","16",72184
"1811","2016-10-06","16",79922
"1812","2016-08-23","16",74165
"1813","2016-09-26","16",81940
"1814","2016-09-30","16",74689
"1815","2016-10-10","16",82765
"1816","2016-09-15","16",73194
"1817","2016-08-31","16",74815
"1818","2016-10-18","16",78932
"1819","2016-10-14","16",73487
"1820","2016-10-16","16",89474
"1821","2016-09-08","16",71688
"1822","2016-09-12","16",75591
"1823","2016-09-09","16",69101
"1824","2016-09-17","16",72915
"1825","2016-09-18","16",102232
"1826","2016-09-19","16",81408
"1827","2016-10-03","16",104138
"1828","2016-10-05","16",81000
"1829","2016-10-09","16",102499
"1830","2016-10-02","16",93088
"1831","2016-08-22","16",80803
"1832","2016-08-21","16",95084
"1833","2016-08-20","16",77152
"1834","2016-04-17","16",114492
"1835","2016-07-10","16",88711
"1836","2016-05-01","16",107713
"1837","2016-04-10","16",102729
"1838","2016-08-07","16",81021
"1839","2016-03-06","16",120722
"1840","2016-06-26","16",95730
"1841","2016-07-21","16",71508
"1842","2016-06-22","16",76625
"1843","2016-08-05","16",68781
"1844","2016-05-23","16",92063
"1845","2016-07-06","16",77954
"1846","2016-06-03","16",81019
"1847","2016-08-01","16",77106
"1848","2016-05-31","16",88364
"1849","2016-08-09","16",75165
"1850","2016-05-16","16",110092
"1851","2016-04-13","16",86934
"1852","2016-07-25","16",74230
"1853","2016-08-17","16",71906
"1854","2016-05-12","16",82342
"1855","2016-07-18","16",75654
"1856","2016-02-15","16",91431
"1857","2016-08-13","16",63465
"1858","2016-07-14","16",74535
"1859","2016-05-20","16",78434
"1860","2016-06-19","16",104060
"1861","2016-07-22","16",64236
"1862","2016-04-02","16",81535
"1863","2016-01-24","16",116160
"1864","2016-07-07","16",70559
"1865","2016-05-28","16",80130
"1866","2016-03-07","16",92789
"1867","2016-03-30","16",93675
"1868","2016-05-09","16",81258
"1869","2016-02-23","16",89907
"1870","2016-02-08","16",96025
"1871","2016-07-03","16",100895
"1872","2016-08-06","16",66866
"1873","2016-07-15","16",67270
"1874","2016-02-16","16",85930
"1875","2016-03-19","16",87201
"1876","2016-04-29","16",79270
"1877","2016-08-10","16",76536
"1878","2016-05-21","16",75644
"1879","2016-04-18","16",87202
"1880","2016-07-04","16",83960
"1881","2016-08-14","16",79366
"1882","2016-03-31","16",91857
"1883","2016-04-25","16",90874
"1884","2016-06-12","16",110375
"1885","2016-08-18","16",73128
"1886","2016-02-01","16",91297
"1887","2016-06-20","16",83405
"1888","2016-07-11","16",80789
"1889","2016-02-24","16",86687
"1890","2016-01-25","16",89511
"1891","2016-04-26","16",85257
"1892","2016-03-27","16",98401
"1893","2016-04-11","16",83559
"1894","2016-07-08","16",68955
"1895","2016-04-03","16",106586
"1896","2016-06-01","16",86128
"1897","2016-05-10","16",87039
"1898","2016-05-02","16",82334
"1899","2016-06-28","16",82629
"1900","2016-07-16","16",66375
"1901","2016-07-12","16",79912
"1902","2016-02-13","16",93253
"1903","2016-08-15","16",75622
"1904","2016-05-14","16",78051
"1905","2016-06-21","16",81435
"1906","2016-05-18","16",82566
"1907","2016-07-31","16",89967
"1908","2016-08-11","16",72284
"1909","2016-06-02","16",82784
"1910","2016-08-04","16",77653
"1911","2016-07-05","16",80976
"1912","2016-08-19","16",71046
"1913","2016-02-21","16",119224
"1914","2016-03-09","16",85529
"1915","2016-07-28","16",72633
"1916","2016-05-22","16",103747
"1917","2016-03-28","16",109290
"1918","2016-04-04","16",91474
"1919","2016-07-24","16",89712
"1920","2016-05-07","16",70980
"1921","2016-02-29","16",91840
"1922","2016-07-09","16",69681
"1923","2016-08-08","16",76306
"1924","2016-05-03","16",86285
"1925","2016-05-11","16",78884
"1926","2016-02-07","16",108615
"1927","2016-03-29","16",92416
"1928","2016-06-14","16",87557
"1929","2016-08-16","16",71935
"1930","2016-08-12","16",69662
"1931","2016-05-04","16",71101
"1932","2016-02-14","16",113855
"1933","2016-04-05","16",90216
"1934","2016-07-17","16",86413
"1935","2016-05-15","16",99070
"1936","2016-01-31","16",117308
"1937","2016-05-05","16",79167
"1938","2016-04-24","16",117288
"1939","2016-05-29","16",106514
"1940","2016-05-30","16",93289
"1941","2016-07-29","16",68022
"1942","2016-04-30","16",83879
"1943","2016-06-07","16",81020
"1944","2016-05-08","16",91476
"1945","2016-06-05","16",107303
"1946","2016-03-25","16",100420
"1947","2016-02-26","16",81768
"1948","2016-04-09","16",82591
"1949","2016-03-10","16",82969
"1950","2016-03-18","16",76102
"1951","2016-03-14","16",88310
"1952","2016-02-19","16",82094
"1953","2016-07-26","16",73219
"1954","2016-02-27","16",86838
"1955","2016-06-27","16",82586
"1956","2016-04-21","16",77174
"1957","2016-04-06","16",85103
"1958","2016-03-22","16",82659
"1959","2016-08-02","16",82020
"1960","2016-04-14","16",80297
"1961","2016-03-15","16",86671
"1962","2016-03-03","16",85928
"1963","2016-06-08","16",87507
"1964","2016-02-04","16",82211
"1965","2016-02-20","16",93275
"1966","2016-03-11","16",81458
"1967","2016-01-21","16",83781
"1968","2016-05-13","16",76930
"1969","2016-05-17","16",82770
"1970","2016-07-30","16",67410
"1971","2016-05-06","16",73624
"1972","2016-07-27","16",69732
"1973","2016-02-09","16",93889
"1974","2016-04-15","16",79814
"1975","2016-03-04","16",83749
"1976","2016-03-23","16",81573
"1977","2016-03-08","16",87207
"1978","2016-06-13","16",87922
"1979","2016-04-22","16",77816
"1980","2016-07-19","16",70857
"1981","2016-03-12","16",86414
"1982","2016-04-07","16",83968
"1983","2016-02-28","16",117961
"1984","2016-08-03","16",75834
"1985","2016-07-23","16",71480
"1986","2016-04-19","16",82801
"1987","2016-02-17","16",85574
"1988","2016-07-20","16",69287
"1989","2016-03-20","16",112100
"1990","2016-06-06","16",82769
"1991","2016-03-05","16",92788
"1992","2016-03-01","16",86191
"1993","2016-05-26","16",85637
"1994","2016-03-24","16",75871
"1995","2016-02-25","16",84359
"1996","2016-01-26","16",88094
"1997","2016-04-27","16",88722
"1998","2016-04-23","16",94071
"1999","2016-04-08","16",78544
"2000","2016-02-02","16",86200
"2001","2016-02-18","16",82234
"2002","2016-05-19","16",82690
"2003","2016-03-17","16",79494
"2004","2016-04-16","16",89018
"2005","2016-06-29","16",78739
"2006","2016-03-13","16",111501
"2007","2016-04-20","16",80849
"2008","2016-04-12","16",83633
"2009","2016-03-02","16",88459
"2010","2016-04-28","16",83138
"2011","2016-01-23","16",92005
"2012","2016-03-21","16",90963
"2013","2016-07-13","16",78306
"2014","2016-04-01","16",86428
"2015","2016-05-27","16",79156
"2016","2016-02-22","16",91399
"2017","2016-02-11","16",84947
"2018","2016-07-02","16",76427
"2019","2016-01-12","16",89628
"2020","2016-06-30","16",69435
"2021","2016-06-11","16",84550
"2022","2016-06-15","16",85607
"2023","2016-01-16","16",93097
"2024","2016-01-20","16",86570
"2025","2016-01-28","16",85690
"2026","2016-06-04","16",85369
"2027","2016-01-01","16",73631
"2028","2016-06-23","16",72273
"2029","2016-01-17","16",117361
"2030","2016-01-13","16",87940
"2031","2016-02-12","16",82164
"2032","2016-05-24","16",86210
"2033","2016-03-26","16",79418
"2034","2016-01-09","16",90752
"2035","2016-06-16","16",80085
"2036","2016-02-05","16",79652
"2037","2016-01-29","16",81923
"2038","2016-01-10","16",115981
"2039","2016-05-25","16",73579
"2040","2016-06-17","16",79606
"2041","2016-03-16","16",85723
"2042","2016-06-24","16",69037
"2043","2016-01-14","16",84403
"2044","2016-06-09","16",70814
"2045","2016-01-18","16",92040
"2046","2016-07-01","16",70897
"2047","2016-02-06","16",83342
"2048","2016-01-22","16",83946
"2049","2016-01-11","16",93242
"2050","2016-02-10","16",87998
"2051","2016-01-30","16",93452
"2052","2016-06-25","16",82496
"2053","2016-02-03","16",82907
"2054","2016-01-04","16",95966
"2055","2016-01-15","16",85763
"2056","2016-01-27","16",86463
"2057","2016-06-10","16",72399
"2058","2016-01-19","16",87738
"2059","2016-01-08","16",84233
"2060","2016-01-05","16",92660
"2061","2016-01-02","16",92086
"2062","2016-01-03","16",109782
"2063","2016-06-18","16",83490
"2064","2016-01-07","16",89742
"2065","2016-01-06","16",91327
"2066","2016-07-16","7",89190
"2067","2016-06-17","7",103886
"2068","2016-04-19","7",113492
"2069","2016-03-20","7",151257
"2070","2016-01-22","7",116874
"2071","2016-05-18","7",112764
"2072","2016-09-10","7",89066
"2073","2016-10-09","7",136220
"2074","2016-06-02","7",110262
"2075","2016-03-05","7",126293
"2076","2016-07-01","7",96373
"2077","2016-02-21","7",163545
"2078","2016-05-03","7",115706
"2079","2016-04-04","7",122832
"2080","2016-02-06","7",110595
"2081","2016-08-11","7",98172
"2082","2016-05-26","7",109104
"2083","2016-08-23","7",98056
"2084","2016-07-24","7",119297
"2085","2016-09-22","7",99124
"2086","2016-10-02","7",122146
"2087","2016-06-25","7",110326
"2088","2016-09-18","7",130794
"2089","2016-03-28","7",149620
"2090","2016-10-17","7",108058
"2091","2016-04-27","7",121208
"2092","2016-07-20","7",94704
"2093","2016-05-22","7",139810
"2094","2016-08-04","7",104300
"2095","2016-07-05","7",107360
"2096","2016-01-07","7",125555
"2097","2016-06-06","7",110918
"2098","2016-04-08","7",107193
"2099","2016-03-09","7",118985
"2100","2016-04-12","7",117466
"2101","2016-05-07","7",93545
"2102","2016-07-13","7",105896
"2103","2016-09-03","7",88549
"2104","2016-06-21","7",108202
"2105","2016-08-27","7",90022
"2106","2016-06-29","7",103356
"2107","2016-07-09","7",88988
"2108","2016-06-14","7",115228
"2109","2016-08-19","7",94468
"2110","2016-06-10","7",92886
"2111","2016-09-11","7",118242
"2112","2016-02-14","7",156110
"2113","2016-02-29","7",125924
"2114","2016-09-26","7",109100
"2115","2016-10-21","7",13332
"2116","2016-01-30","7",128008
"2117","2016-08-12","7",92402
"2118","2016-09-07","7",95972
"2119","2016-05-30","7",126394
"2120","2016-07-28","7",99114
"2121","2016-08-08","7",101498
"2122","2016-03-13","7",152023
"2123","2016-10-06","7",106844
"2124","2016-01-15","7",119340
"2125","2016-08-31","7",98355
"2126","2016-09-15","7",99732
"2127","2016-05-11","7",106250
"2128","2016-05-15","7",132374
"2129","2016-01-11","7",132304
"2130","2016-10-14","7",94449
"2131","2016-07-17","7",115911
"2132","2016-02-10","7",121007
"2133","2016-10-10","7",108981
"2134","2016-09-30","7",99196
"2135","2016-01-19","7",124313
"2136","2016-03-02","7",122699
"2137","2016-08-16","7",94884
"2138","2016-04-16","7",119442
"2139","2016-03-17","7",108424
"2140","2016-02-26","7",113096
"2141","2016-04-24","7",157839
"2142","2016-04-01","7",116064
"2143","2016-09-19","7",109076
"2144","2016-05-23","7",123584
"2145","2016-01-04","7",133728
"2146","2016-02-18","7",114668
"2147","2016-10-03","7",131248
"2148","2016-10-18","7",105705
"2149","2016-03-25","7",133655
"2150","2016-07-02","7",98651
"2151","2016-01-08","7",117010
"2152","2016-01-23","7",127988
"2153","2016-01-27","7",121054
"2154","2016-04-20","7",108101
"2155","2016-02-03","7",111131
"2156","2016-06-18","7",107453
"2157","2016-01-16","7",129670
"2158","2016-05-19","7",109873
"2159","2016-04-05","7",125482
"2160","2016-03-21","7",124013
"2161","2016-08-20","7",98397
"2162","2016-01-31","7",156585
"2163","2016-03-29","7",125888
"2164","2016-02-22","7",128204
"2165","2016-08-01","7",101820
"2166","2016-04-09","7",108831
"2167","2016-09-04","7",130349
"2168","2016-07-21","7",97502
"2169","2016-03-06","7",164578
"2170","2016-04-28","7",113597
"2171","2016-05-08","7",123254
"2172","2016-06-07","7",110288
"2173","2016-06-26","7",126165
"2174","2016-09-23","7",94588
"2175","2016-02-15","7",126679
"2176","2016-07-25","7",100485
"2177","2016-06-22","7",101370
"2178","2016-05-27","7",102629
"2179","2016-08-24","7",95567
"2180","2016-03-14","7",122555
"2181","2016-08-28","7",116858
"2182","2016-05-04","7",94872
"2183","2016-02-07","7",137354
"2184","2016-01-12","7",126579
"2185","2016-06-03","7",104810
"2186","2016-03-10","7",115123
"2187","2016-08-05","7",91627
"2188","2016-04-13","7",118815
"2189","2016-04-02","7",108818
"2190","2016-01-05","7",129408
"2191","2016-06-30","7",100817
"2192","2016-05-12","7",110726
"2193","2016-07-10","7",114318
"2194","2016-08-13","7",81991
"2195","2016-09-12","7",103084
"2196","2016-04-25","7",127786
"2197","2016-05-01","7",142640
"2198","2016-01-01","7",104394
"2199","2016-06-11","7",111224
"2200","2016-04-17","7",149851
"2201","2016-07-29","7",91162
"2202","2016-01-24","7",158664
"2203","2016-03-03","7",121082
"2204","2016-09-27","7",107827
"2205","2016-01-20","7",120702
"2206","2016-07-06","7",102228
"2207","2016-06-15","7",112422
"2208","2016-05-16","7",145358
"2209","2016-09-08","7",95151
"2210","2016-07-14","7",101365
"2211","2016-02-23","7",125243
"2212","2016-08-09","7",101112
"2213","2016-10-07","7",102218
"2214","2016-02-27","7",118937
"2215","2016-02-04","7",110675
"2216","2016-03-22","7",113824
"2217","2016-10-04","7",108869
"2218","2016-07-18","7",101994
"2219","2016-02-08","7",134388
"2220","2016-05-31","7",117512
"2221","2016-03-18","7",104158
"2222","2016-07-22","7",88515
"2223","2016-02-11","7",117338
"2224","2016-10-11","7",102454
"2225","2016-09-01","7",93567
"2226","2016-06-23","7",95049
"2227","2016-06-19","7",135406
"2228","2016-02-19","7",113350
"2229","2016-07-26","7",99901
"2230","2016-03-26","7",107418
"2231","2016-10-19","7",106418
"2232","2016-01-28","7",117806
"2233","2016-08-02","7",110610
"2234","2016-04-06","7",116978
"2235","2016-05-24","7",113202
"2236","2016-10-15","7",99581
"2237","2016-09-24","7",92649
"2238","2016-05-20","7",104429
"2239","2016-07-03","7",130842
"2240","2016-03-30","7",126895
"2241","2016-07-30","7",87575
"2242","2016-08-17","7",94747
"2243","2016-09-16","7",97017
"2244","2016-04-29","7",108022
"2245","2016-10-12","7",101482
"2246","2016-04-21","7",104198
"2247","2016-08-21","7",126108
"2248","2016-09-20","7",108211
"2249","2016-08-06","7",85355
"2250","2016-06-04","7",109016
"2251","2016-08-25","7",93466
"2252","2016-05-09","7",109152
"2253","2016-08-10","7",104334
"2254","2016-03-07","7",127581
"2255","2016-04-10","7",137288
"2256","2016-05-05","7",105637
"2257","2016-06-16","7",106456
"2258","2016-05-28","7",104015
"2259","2016-09-05","7",105441
"2260","2016-07-11","7",107278
"2261","2016-01-09","7",128293
"2262","2016-06-27","7",112688
"2263","2016-08-14","7",101091
"2264","2016-06-08","7",112951
"2265","2016-06-12","7",140515
"2266","2016-05-13","7",101736
"2267","2016-09-17","7",95214
"2268","2016-07-07","7",91868
"2269","2016-09-28","7",105499
"2270","2016-08-29","7",104200
"2271","2016-01-17","7",159451
"2272","2016-02-12","7",112838
"2273","2016-07-15","7",90255
"2274","2016-01-13","7",124170
"2275","2016-10-16","7",115627
"2276","2016-09-09","7",89500
"2277","2016-02-16","7",117553
"2278","2016-10-08","7",106582
"2279","2016-04-03","7",145938
"2280","2016-01-02","7",130473
"2281","2016-02-20","7",129973
"2282","2016-05-17","7",112686
"2283","2016-03-11","7",111352
"2284","2016-01-25","7",125276
"2285","2016-08-18","7",97510
"2286","2016-09-13","7",97664
"2287","2016-02-05","7",108772
"2288","2016-03-04","7",118009
"2289","2016-07-23","7",96091
"2290","2016-04-14","7",109778
"2291","2016-03-15","7",120015
"2292","2016-07-04","7",112344
"2293","2016-04-26","7",120108
"2294","2016-07-19","7",97148
"2295","2016-03-23","7",111179
"2296","2016-03-19","7",118617
"2297","2016-01-06","7",125593
"2298","2016-03-27","7",134567
"2299","2016-01-21","7",118692
"2300","2016-06-01","7",114317
"2301","2016-06-24","7",92363
